snp_chr	snp_pos	snp	peak_chr	peak_start	peak_end	disease.trait	pubmedid	reported.gene.s.	mapped_gene	strongest.snp.risk.allele	context	risk.allele.frequency	p.value	study.accession	Multiple
chr20	3846662	rs4815617	chr20	3846025	3847168	Asthma	20159242	KIAA1271	AP5S1 - MAVS	rs4815617-?	regulatory_region_variant	NR	8e-6	GCST000576	FALSE
chr13	21730960	rs518590	chr13	21729903	21731230	Response to antipsychotic treatment	20195266	intergenic	FGF9 - RN7SL766P	rs518590-?	intergenic_variant	0.21	2e-7	GCST000618	FALSE
chr2	47002700	rs17540621	chr2	47002317	47002830	Response to statin therapy	20339536	TTC7A, MCFD2, FLJ40172	TTC7A	rs17540621-C	intron_variant	0.06	2e-6	GCST000635	FALSE
chr4	15396282	rs1861046	chr4	15396142	15396644	Conduct disorder	20585324	C1QTNF7	LOC101929095, C1QTNF7	rs1861046-A	intron_variant	0.095	6e-8	GCST000714	FALSE
chr4	141221575	rs17007017	chr4	141221256	141221787	Conduct disorder	20585324	ZNF330	ZNF330	rs17007017-G	intron_variant	0.685	7e-6	GCST000714	FALSE
chr19	12035555	rs3745672	chr19	12035516	12036017	Multiple sclerosis	20598377	ZNF433	LOC101928464, ZNF433	rs3745672-?	splice_region_variant	NR	1e-6	GCST000716	FALSE
chr2	132386819	rs16831128	chr2	132386450	132386951	Conduct disorder (symptom count)	20585324	intergenic	FAM201B - RNU6-175P	rs16831128-G	intergenic_variant	0.189	5e-6	GCST000713	FALSE
chr2	132386819	rs16831128	chr2	132386450	132386951	Conduct disorder	20585324	intergenic	FAM201B - RNU6-175P	rs16831128-G	intergenic_variant	0.189	4e-7	GCST000714	FALSE
chr11	33303830	rs16924133	chr11	33303435	33304007	Anger	24489884	TCP11L1, HIPK3, CSTF3	HIPK3	rs16924133-A	intron_variant	0.028	2e-6	GCST002324	FALSE
chr19	4768905	rs879564	chr19	4768781	4769367	Thyroid peroxidase antibody positivity	24586183	NR	LOC105372250 - MIR7-3HG	rs879564-A	intergenic_variant	NA	1e-7	GCST002378	FALSE
chr5	56838449	rs16886397	chr5	56838375	56838901	Breast cancer (early onset)	24493630	MAP3K1	MAP3K1	rs16886397-?	intron_variant	0.07	4e-12	GCST002346	FALSE
chr5	56699208	rs16886113	chr5	56698954	56699547	Breast cancer (early onset)	24493630	MAP3K1	LOC101928448 - LOC105378979	rs16886113-?	intergenic_variant	0.08	4e-11	GCST002346	FALSE
chr20	47205635	rs7262634	chr20	47205619	47206156	Response to protease inhibitor treatment in hepatitis c (bilirubin toxicity)	24503447	ZMYND8	EYA2 - ZMYND8	rs7262634-?	regulatory_region_variant	NR	1e-6	GCST002347	FALSE
chr11	118678873	rs507080	chr11	118678810	118679342	Serum metabolite levels	24625756	TREH	TREH	rs507080-A	intron_variant	0.35	3e-30	GCST002388	FALSE
chr18	49645913	rs2187375	chr18	49645682	49646183	Blood metabolite levels	24816252	LIPG	LOC105372112	rs2187375-A	regulatory_region_variant	0.17	3e-17	GCST002443	FALSE
chr2	66532947	rs11678354	chr2	66532906	66533421	PR segment	24850809	MEIS1	MEIS1	rs11678354-A	intron_variant	0.361	5e-9	GCST002456	FALSE
chr6	31902549	rs558702	chr6	31901827	31902629	Systemic lupus erythematosus	24871463	C2	C2	rs558702-A	intron_variant	0.1	8e-21	GCST002463	FALSE
chr1	205750404	rs823114	chr1	205749958	205750581	Parkinson's disease	24842889	PARK16	NUCKS1 - RAB29	rs823114-?	regulatory_region_variant	0.59	3e-6	GCST002455	FALSE
chr1	205750404	rs823114	chr1	205749958	205750581	Body mass index	28892062	NUCKS1	NUCKS1 - RAB29	rs823114-A	regulatory_region_variant	0.53	4e-8	GCST004904	FALSE
chr12	32108305	rs1144713	chr12	32107881	32108382	Obesity-related traits	23251661	BICD1	BICD1	rs1144713-A	3_prime_UTR_variant	0.23	7e-6	GCST001762	FALSE
chr17	36949012	rs2306658	chr17	36948267	36949220	Obesity-related traits	23251661	AATF	AATF	rs2306658-G	5_prime_UTR_variant	0.249	2e-6	GCST001762	FALSE
chr4	95546352	rs11097470	chr4	95546119	95546620	Obesity-related traits	23251661	UNC5C	UNC5C	rs11097470-A	intron_variant	0.072	5e-6	GCST001762	FALSE
chr16	27203663	rs16976587	chr16	27203221	27204201	Obesity-related traits	23251661	JMJD5	KDM8	rs16976587-A	intron_variant	0.0060	9e-6	GCST001762	FALSE
chr9	128322349	rs11539570	chr9	128322226	128323088	Obesity-related traits	23251661	TRUB2, COQ4	TRUB2	rs11539570-A	synonymous_variant	0.0070	7e-6	GCST001762	FALSE
chr5	177592261	rs57960711	chr5	177591833	177592472	Obesity-related traits	23251661	TMED9	TMED9	rs57960711-G	missense_variant	0.033	8e-6	GCST001762	FALSE
chr13	110137885	rs641862	chr13	110137617	110138118	Obesity-related traits	23251661	COL4A1	LOC101927712	rs641862-G	regulatory_region_variant	0.062	7e-7	GCST001762	FALSE
chr8	95503660	rs1909881	chr8	95503389	95503890	Obesity-related traits	23251661	C8orf37	C8orf37-AS1	rs1909881-G	intron_variant	0.089	7e-6	GCST001762	FALSE
chr1	59296796	rs835367	chr1	59296287	59297276	Obesity-related traits	23251661	FGGY	FGGY	rs835367-G	5_prime_UTR_variant	0.371	2e-6	GCST001762	FALSE
chr11	57598250	rs28362944	chr11	57597892	57598393	Obesity-related traits	23251661	SERPING1	RPS4XP13 - MIR130A	rs28362944-G	missense_variant	0.022	9e-6	GCST001762	FALSE
chr1	205211282	rs76872152	chr1	205211234	205212009	Obesity-related traits	23251661	DSTYK	DSTYK	rs76872152-A	missense_variant	0.062	5e-6	GCST001762	FALSE
chr4	164957183	rs3733418	chr4	164956670	164957495	Obesity-related traits	23251661	C4orf39	FAM218A, TRIM61	rs3733418-G	missense_variant	0.197	9e-6	GCST001762	FALSE
chr6	32195971	rs13215567	chr6	32195320	32196272	Obesity-related traits	23251661	GPSM3, NOTCH4	NOTCH4	rs13215567-A	synonymous_variant	0.049	1e-6	GCST001762	FALSE
chr12	118016864	rs5745796	chr12	118016316	118016961	Obesity-related traits	23251661	RFC5	RFC5	rs5745796-A	missense_variant	0.032	5e-6	GCST001762	FALSE
chr3	48466176	rs3135940	chr3	48465401	48466507	Obesity-related traits	23251661	TREX1	TREX1	rs3135940-A	splice_region_variant	0.045	6e-6	GCST001762	FALSE
chr10	28463177	rs2153299	chr10	28463118	28464525	Obesity-related traits	23251661	RPSAP10	LOC105376468	rs2153299-G	intron_variant	0.463	3e-6	GCST001762	FALSE
chr20	23117243	rs1320561	chr20	23116237	23117285	Obesity-related traits	23251661	LOC200261, CD93	CD93 - LINC00656	rs1320561-G	intergenic_variant	0.395	1e-6	GCST001762	FALSE
chr20	57495449	rs6025590	chr20	57495148	57495651	Obesity-related traits	23251661	CTCFL, HMG1L1	HMGB1P1 - CTCFL	rs6025590-A	regulatory_region_variant	0.308	4e-8	GCST001762	FALSE
chr15	95829400	rs744738	chr15	95828955	95829505	Obesity-related traits	23251661	LOC644192	RNU2-3P - LOC107984800	rs744738-A	intergenic_variant	0.144	6e-6	GCST001762	FALSE
chr8	119051303	rs2450083	chr8	119051296	119051797	Bone mineral density (paediatric, skull)	24945404	COLEC10, TNFRSF11B	COLEC10	rs2450083-T	intron_variant	0.47	2e-11	GCST002493	FALSE
chr5	64098343	rs1494630	chr5	64097867	64098368	Age-related hearing impairment	24939585	intergenic	HTR1A - RNF180	rs1494630-?	intergenic_variant	NA	1e-6	GCST002491	FALSE
chr18	23196687	rs11082321	chr18	23196575	23197076	Breast cancer	25038754	NR	CABLES1	rs11082321-A	intron_variant	0.21	7e-7	GCST002537	FALSE
chr5	54296531	rs35951	chr5	54296282	54296808	Alcohol dependence (age at onset)	24962325	ARL15	ARL15	rs35951-G	intron_variant	0.14	1e-8	GCST002477	FALSE
chr2	189784590	rs5742933	chr2	189783824	189784981	Ferritin levels	25162662	OSGEPL1, ORMDL1, ANKAR, PMS1	PMS1	rs5742933-?	5_prime_UTR_variant	NR	2e-10	GCST002578	FALSE
chr7	10727861	rs6947964	chr7	10727518	10728031	Heschl's gyrus morphology	25130324	NDUFA4, FDFT1	LOC100131472 - NDUFA4	rs6947964-T	intron_variant	0.44	6e-6	GCST002579	FALSE
chr7	27745330	rs10214930	chr7	27745030	27745531	Hypospadias	25108383	TAX1BP1	TAX1BP1	rs10214930-G	intron_variant	0.764	8e-12	GCST002563	FALSE
chr8	140394230	rs7823724	chr8	140393739	140394255	Blood pressure (smoking interaction)	25189868	TRAPPC9	TRAPPC9	rs7823724-?	intron_variant	NR	3e-7	GCST002587	FALSE
chr1	109499822	rs1043274	chr1	109499528	109500029	Obesity-related traits	23251661	CYB561D1	CYB561D1	rs1043274-A	3_prime_UTR_variant	0.026	9e-6	GCST001762	FALSE
chr9	94681756	rs10125337	chr9	94681412	94681913	Obesity-related traits	23251661	FBP1, C9orf3	FBP1 - LOC107987101	rs10125337-G	regulatory_region_variant	0.0040	4e-6	GCST001762	FALSE
chr10	18312999	rs2799573	chr10	18312683	18313185	Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	23453885	CACNB2	CACNB2	rs2799573 -?	intron_variant	0.715	4e-8	GCST001877	FALSE
chr6	117450114	rs17635492	chr6	117449769	117450270	Response to irinotecan and platinum-based chemotherapy in non-small-cell lung cancer	23478653	DCBLD1	RAP1BP3 - RNU6-253P	rs17635492-?	intron_variant	NR	4e-7	GCST001901	FALSE
chr21	40331020	rs727333	chr21	40330997	40331550	Estradiol plasma levels (breast cancer)	23518928	NR	DSCAM	rs727333-?	intron_variant	0.081	1e-6	GCST001914	FALSE
chr6	28162011	rs1150668	chr6	28161452	28162016	Pubertal anthropometrics	23449627	ZNF	ZNF192P1	rs1150668-G	intron_variant	0.43	2e-7	GCST001875	FALSE
chr4	38783103	rs10004195	chr4	38782785	38783301	Helicobacter pylori serologic status	23652523	FAM114A1, TLR10, TLR1, TLR6, KLF3	TLR10 - TLR1	rs10004195-A	regulatory_region_variant	0.75	1e-18	GCST002014	FALSE
chr12	56316135	rs3809128	chr12	56315795	56316677	Height	25429064	PAN2	CNPY2	rs3809128-T	5_prime_UTR_variant	0.21	7e-35	GCST002702	FALSE
chr12	56316135	rs3809128	chr12	56315795	56316677	Waist circumference adjusted for body mass index	26785701	CNPY2	CNPY2	rs3809128-C	5_prime_UTR_variant	0.802	4e-9	GCST003336	FALSE
chr4	145061411	rs6823268	chr4	145061270	145061776	Height	25429064	ANAPC10	ANAPC10	rs6823268-A	intron_variant	0.82	2e-12	GCST002702	FALSE
chr2	217281357	rs17181956	chr2	217280955	217281456	Height	25282103	TNP1	RN7SKP43 - LOC105373877	rs17181956-T	intergenic_variant	0.129	4e-9	GCST002647	FALSE
chr6	31620607	rs2857693	chr6	31619775	31620967	Height	25282103	BAT2	AIF1 - PRRC2A	rs2857693-T	regulatory_region_variant	0.38	3e-29	GCST002647	FALSE
chr6	158301002	rs1832871	chr6	158300545	158301046	Height	25282103	TULP4	TULP4	rs1832871-A	intron_variant	0.337	2e-15	GCST002647	FALSE
chr12	93733149	rs10859567	chr12	93733143	93733926	Height	25282103	CRADD	CRADD, LOC101928731	rs10859567-T	intron_variant	0.563	5e-33	GCST002647	FALSE
chr14	50018609	rs10138297	chr14	50018601	50019102	Erythema nodosum in inflammatory bowel disease	24487271	ARF6, METTL21D, SOS2	C14orf183	rs10138297-G	intron_variant	NR	7e-6	GCST002380	FALSE
chr12	85865680	rs7132746	chr12	85865594	85866204	Lewy body disease	25188341	intergenic	RASSF9 - NTS	rs7132746-C	intergenic_variant	0.8751	2e-6	GCST002591	FALSE
chr16	53503511	rs3743772	chr16	53503057	53503739	Depressive symptoms (SSRI exposure interaction)	25649181	AKTIP	AKTIP	rs3743772-A	intron_variant	0.07	2e-6	GCST002755	FALSE
chr1	92960610	rs945631	chr1	92960254	92960786	Trans fatty acid levels	25646338	NR	FAM69A	rs945631-A	intron_variant	0.0302	3e-6	GCST002721	FALSE
chr14	70177452	rs7146198	chr14	70176995	70177567	Corneal curvature	22969067	SLC8A3	SLC8A3	rs7146198-A	intron_variant	NR	4e-6	GCST001680	FALSE
chr21	36112764	rs4817775	chr21	36112700	36113203	Bone mineral density	22504420	CBR3	LOC100133286	rs4817775-A	intron_variant	0.59	9e-7	GCST001482	FALSE
chr8	60281611	rs10957125	chr8	60281174	60281678	Response to amphetamines	22952603	CA8	CA8 - LOC105375864	rs10957125-?	regulatory_region_variant	NR	4e-6	GCST001651	FALSE
chr20	46132846	rs12480534	chr20	46132522	46133023	Response to amphetamines	22952603	intergenic	CD40 - CDH22	rs12480534-?	regulatory_region_variant	NR	9e-6	GCST001651	FALSE
chr6	30908375	rs1052693	chr6	30907824	30908411	Complement C3 and C4 levels	23028341	HLA-A	GTF2H4	rs1052693-G	5_prime_UTR_variant	0.36	3e-48	GCST001679	FALSE
chr5	126002782	rs13169113	chr5	126002304	126002806	Cognitive performance	20125193	GRAMD3	LOC105379160	rs13169113-?	regulatory_region_variant	NR	9e-6	GCST000579	FALSE
chr6	32894830	rs3749982	chr6	32894428	32894943	Disc degeneration (lumbar)	22993228	intergenic	LOC100294145	rs3749982-A	regulatory_region_variant	0.10	1e-7	GCST001687	FALSE
chr4	37936897	rs10010758	chr4	37936837	37937358	Periodontal microbiota	22699663	TBC1D1, PTTG2	TBC1D1, LOC105374407	rs10010758-C	intron_variant	0.291	4e-6	GCST001588	FALSE
chr11	12050956	rs923175	chr11	12050484	12050991	Response to taxane treatment (docetaxel)	23006423	DKK3	LOC105376554	rs923175-?	intron_variant	NR	7e-6	GCST001692	FALSE
chr1	248874237	rs12032643	chr1	248873532	248874518	Myopia (pathological)	23049088	intergenic	PGBD2	rs12032643-?	regulatory_region_variant	0.896	1e-9	GCST001712	FALSE
chr8	109205037	rs7823896	chr8	109204746	109205247	Myopia (pathological)	23049088	intergenic	TRHR - NUDCD1	rs7823896-?	intergenic_variant	0.160	3e-6	GCST001712	FALSE
chr9	104826496	rs4149311	chr9	104826325	104826839	Myopia (pathological)	23049088	ABCA1	ABCA1	rs4149311-?	intron_variant	0.134	9e-6	GCST001712	FALSE
chr4	71261172	rs2579330	chr4	71260812	71261417	QT interval	23166209	NR	SLC4A4	rs2579330-C	intron_variant	0.38	1e-6	GCST001746	FALSE
chr19	17309480	rs2303745	chr19	17309085	17309760	Systemic lupus erythematosus	23273568	DDA1	MRPL34 - DDA1	rs2303745-A	intron_variant	0.39	1e-6	GCST001795	FALSE
chr9	4985879	rs2274471	chr9	4985819	4986320	Crohn's disease	23266558	JAK2	JAK2	rs2274471-A	intron_variant	NR	5e-6	GCST001785	FALSE
chr19	12913436	rs741702	chr19	12912883	12913616	Red blood cell traits	23222517	SYCE2, CALR, FARSA	GCDH, SYCE2	rs741702-A	intron_variant	0.35	8e-20	GCST001765	FALSE
chr17	55287427	rs7224610	chr17	55287187	55287701	Urate levels	23263486	HLF	HLF	rs7224610-A	intron_variant	0.58	5e-17	GCST001791	FALSE
chr12	47779569	rs4760636	chr12	47779219	47779726	Urate levels	23263486	HDAC7	SLC48A1	rs4760636-T	intron_variant	0.23	6e-6	GCST001791	FALSE
chr13	85091744	rs17079247	chr13	85091572	85092073	Bipolar disorder (mania)	23326512	SLITRK1, SLITRK6	LINC00375	rs17079247-T	intergenic_variant	NR	8e-6	GCST001811	FALSE
chr13	43196338	rs9533425	chr13	43196190	43196913	End-stage coagulation	23381943	ENOX1	MOCS3P2 - ENOX1	rs9533425-G	intergenic_variant	0.801	2e-9	GCST001798	FALSE
chr7	141972804	rs10246939	chr7	141972477	141972978	Bitter taste perception	23966204	Tas2R38	TAS2R38	rs10246939-?	missense_variant	NR	2e-62	GCST002144	FALSE
chr8	57876522	rs10504249	chr8	57876505	57877006	Blood pressure measurement (low sodium intervention)	24165912	FAM110B	LOC105375856	rs10504249-G	intergenic_variant	0.02	1e-7	GCST002250	FALSE
chr1	247442297	rs10157379	chr1	247442082	247442609	Fibrinogen	23969696	NLRP3	NLRP3	rs10157379-T	intron_variant	0.62	1e-19	GCST002147	FALSE
chr1	247442297	rs10157379	chr1	247442082	247442609	Fibrinogen levels	26561523	NLRP3	NLRP3	rs10157379-C	intron_variant	0.38	6e-29	GCST003194	FALSE
chr4	113762688	rs6858698	chr4	113762410	113762912	Chronic lymphocytic leukemia	24292274	CAMK2D	CAMK2D - LOC105377375	rs6858698-C	regulatory_region_variant	NA	3e-9	GCST002299	FALSE
chr20	11228874	rs6040449	chr20	11228514	11229034	Relative hand skill	24068947	LOC339593	LOC105372528 - LOC339593	rs6040449-?	intergenic_variant	0.63	4e-6	GCST002185	FALSE
chr19	48993898	rs3764618	chr19	48993064	48993947	Follicule stimulating hormone	24049095	NR	RUVBL2	rs3764618-?	5_prime_UTR_variant	0.08	4e-8	GCST002199	FALSE
chr8	105601093	rs17217757	chr8	105600908	105601567	Tuberculosis	24057671	ZFPM2	ZFPM2	rs17217757-G	intron_variant	0.82	3e-6	GCST002198	FALSE
chr1	145707383	rs1797052	chr1	145707226	145707772	Contrast sensitivity	24152035	PDZK1	PDZK1	rs1797052-?	5_prime_UTR_variant	0.0547	8e-9	GCST002238	FALSE
chr1	145707383	rs1797052	chr1	145707226	145707772	Serum uric acid levels	29403010	NR	PDZK1	rs1797052-?	5_prime_UTR_variant	NR	9e-13	GCST005983	FALSE
chr2	86633508	rs114532231	chr2	86632682	86633510	Asymmetrical dimethylarginine levels	24159190	intergenic	RNF103-CHMP3	rs114532231-T	intron_variant	0.008	2e-6	GCST002241	FALSE
chr6	91135689	rs4424056	chr6	91135335	91135946	Amyotrophic lateral sclerosis (sporadic)	24529757	MAP3K7	LOC107986623 - LOC107986624	rs4424056-?	intergenic_variant	NA	5e-7	GCST002337	FALSE
chr20	22691782	rs6137726	chr20	22691582	22692084	Amyotrophic lateral sclerosis (sporadic)	24529757	SSTR4	LOC105372566 - KRT18P3	rs6137726-?	intron_variant	NA	9e-7	GCST002337	FALSE
chr2	226721890	rs11683087	chr2	226721510	226722011	Glucose homeostasis traits	25524916	LOC646736, IRS1	MIR5702 - IRS1	rs11683087-?	regulatory_region_variant	NA	7e-7	GCST002726	FALSE
chr12	54032737	rs2630772	chr12	54032494	54032995	Hippocampal volume	25625606	HOXC6	HOXC5, HOXC4	rs2630772-T	intron_variant	NA	5e-6	GCST002761	FALSE
chr10	60167108	rs10509125	chr10	60166992	60167510	Behavioral disturbance or psychiatric symptoms and prion disease	25897833	ANK3	ANK3	rs10509125-?	intron_variant	0.402	1e-6	GCST002866	FALSE
chr2	157933913	rs35806662	chr2	157933448	157933949	Response to serotonin reuptake inhibitors in major depressive disorder	25897834	LOC100130766	LOC105373714 - LOC100130766	rs35806662-?	intron_variant	NR	6e-7	GCST002868	FALSE
chr20	49667096	rs17723576	chr20	49666889	49667390	Urate levels in obese individuals	25811787	B4GALT5	B4GALT5	rs17723576-G	intron_variant	0.11	6e-6	GCST002828	FALSE
chr11	44066439	rs2074038	chr11	44065948	44066609	IgA nephropathy	26028593	ACCS	ACCS	rs2074038-T	5_prime_UTR_variant	0.288	4e-9	GCST002943	FALSE
chr5	79133771	rs617219	chr5	79133561	79134062	Betaine levels in individuals undergoing cardiac evaluation	26822151	BHMT, DMGDH, BHMT2	BHMT - RNY3P1	rs617219-C	intron_variant	0.37	7e-13	GCST003358	FALSE
chr20	59153293	rs259991	chr20	59153221	59153752	Attention function in attention deficit hyperactive disorder	26174813	ZNF831	ZNF831	rs259991-G	intron_variant	0.05	3e-6	GCST003025	FALSE
chr5	132321007	rs270602	chr5	132320948	132321449	Acylcarnitine levels	26068415	SLC22A4, SLC22A5	LOC553103, SLC22A4	rs270602-T	intron_variant	0.3826	2e-15	GCST002961	FALSE
chr5	132321304	rs270601	chr5	132320948	132321449	Acylcarnitine levels	26068415	SLC22A4, SLC22A5	LOC553103, SLC22A4	rs270601-T	intron_variant	0.2979	8e-16	GCST002961	FALSE
chr11	12050666	rs11022131	chr11	12050484	12050991	Warfarin maintenance dose	26265036	NR	LOC105376554	rs11022131-C	intron_variant	0.761	3e-6	GCST003085	FALSE
chr12	71014296	rs10506621	chr12	71014117	71014625	Gut microbiome composition (winter)	26528553	NR	PTPRR - TSPAN8	rs10506621-?	intron_variant	NA	1e-6	GCST003223	FALSE
chr2	200306468	rs10931898	chr2	200306187	200306934	Information processing speed	27046643	SPATS2L	SPATS2L	rs10931898-?	5_prime_UTR_variant	NR	3e-8	GCST003499	FALSE
chr18	51664274	rs1619249	chr18	51664194	51664705	Folding of antihelix	26105758	LOC100287225	LOC105372120 - LOC100422053	rs1619249-A	intergenic_variant	0.81	1e-8	GCST002996	FALSE
chr18	51664274	rs1619249	chr18	51664194	51664705	Ear morphology	26105758	LOC100287225	LOC105372120 - LOC100422053	rs1619249-A	intergenic_variant	0.81	4e-8	GCST003001	FALSE
chr8	125470379	rs2954022	chr8	125470130	125470811	HDL cholesterol	25961943	TRIB1	TRIB1 - LOC105375746	rs2954022-A	intron_variant	0.48	1e-9	GCST002899	FALSE
chr8	125470379	rs2954022	chr8	125470130	125470811	Triglyceride levels	28334899	TRIB1	TRIB1 - LOC105375746	rs2954022-A	intron_variant	0.47	7e-121	GCST004237	FALSE
chr11	122655893	rs7128198	chr11	122655377	122655985	Cholesterol, total	25961943	UBASH3B	UBASH3B	rs7128198-T	5_prime_UTR_variant	0.38	4e-9	GCST002896	FALSE
chr18	37566243	rs150664883	chr18	37565537	37566532	3-hydroxypropylmercapturic acid levels in smokers	26053186	NR	CELF4 - LOC107985118	rs150664883-?	regulatory_region_variant	NR	5e-9	GCST002956	FALSE
chr2	60756834	rs2099613	chr2	60756588	60757089	Plasma omega-3 polyunsaturated fatty acid level (eicosapentaenoic acid)	26584805	NR	PAPOLG	rs2099613-T	intron_variant	0.0764	8e-6	GCST003241	FALSE
chr12	96098670	rs2540513	chr12	96098408	96099078	Small intestine neuroendocrine tumor	27492634	ELK3, LTA4H	LOC105369923	rs2540513-?	intergenic_variant	NR	3e-9	GCST003786	FALSE
chr2	190679236	rs3771317	chr2	190678850	190679384	Primary biliary cholangitis	26394269	NAB1, STAT1, STAT4	NAB1	rs3771317-C	intron_variant	0.14	2e-14	GCST003129	FALSE
chr6	30571428	rs4148247	chr6	30571057	30571561	Mild influenza (H1N1) infection	26379185	GCN20, ABCF1	ABCF1	rs4148247-?	5_prime_UTR_variant	0.0167	1e-8	GCST003124	FALSE
chr6	31546470	rs9267488	chr6	31546463	31547003	Myositis	26291516	ATP6V1G2, DDX39B	ATP6V1G2-DDX39B, ATP6V1G2	rs9267488-G	splice_region_variant	NR	6e-49	GCST003092	FALSE
chr2	170462384	rs2118674	chr2	170462325	170462826	Palmitoleic acid (16:1n-7) levels	23362303	MY03B	MYO3B	rs2118674-A	intron_variant	NR	4e-7	GCST001841	FALSE
chr9	95462774	rs28377268	chr9	95462272	95462827	Bone mineral density (spine)	26733130	PTCH1	PTCH1	rs28377268-T	intron_variant	0.1571	1e-11	GCST003388	FALSE
chr9	95462774	rs28377268	chr9	95462272	95462827	Bone mineral density (hip)	26733130	PTCH1	PTCH1	rs28377268-T	intron_variant	0.1571	2e-6	GCST003389	FALSE
chr8	17650455	rs4921799	chr8	17650119	17650620	Lung cancer	26732429	Intergenic	MTUS1	rs4921799-?	intron_variant	0.171	3e-6	GCST003325	FALSE
chr8	17650455	rs4921799	chr8	17650119	17650620	Adenocarcinoma	26732429	Intergenic	MTUS1	rs4921799-?	intron_variant	0.171	3e-6	GCST003326	FALSE
chr3	132417596	rs112409831	chr3	132416947	132417762	Iron status biomarkers (total iron binding capacity)	28334935	DNAJC13	DNAJC13	rs112409831-C	5_prime_UTR_variant	NR	8e-7	GCST004571	FALSE
chr3	132660153	rs16839481	chr3	132659560	132660544	Iron status biomarkers (total iron binding capacity)	28334935	NPHP3-ACAD11	NPHP3-ACAD11, UBA5	rs16839481-G	5_prime_UTR_variant	NR	6e-7	GCST004571	FALSE
chr6	34471792	rs7757419	chr6	34471493	34471994	Body mass index	28448500	PACSIN1	PACSIN1	rs7757419-T	intron_variant	0.1856	2e-8	GCST004557	FALSE
chr6	34471792	rs7757419	chr6	34471493	34471994	Body mass index in physically active individuals	28448500	PACSIN1	PACSIN1	rs7757419-T	intron_variant	0.18710000000000004	9e-6	GCST004559	FALSE
chr6	34471792	rs7757419	chr6	34471493	34471994	Body mass index (joint analysis main effects and physical activity interaction)	28448500	PACSIN1	PACSIN1	rs7757419-?	intron_variant	NR	1e-6	GCST004558	FALSE
chr5	56521061	rs455660	chr5	56520828	56521352	Waist-to-hip ratio adjusted for body mass index	28448500	MAP3K1	LOC101928448	rs455660-T	intron_variant	0.1962	2e-6	GCST004576	FALSE
chr5	56521061	rs455660	chr5	56520828	56521352	Waist-to-hip ratio adjusted for BMI in active individuals	28448500	MAP3K1	LOC101928448	rs455660-T	intron_variant	0.1962	5e-7	GCST004578	FALSE
chr5	56521061	rs455660	chr5	56520828	56521352	Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction)	28448500	ANKRD55	LOC101928448	rs455660-?	intron_variant	0.1962	4e-7	GCST004567	FALSE
chr14	88218732	rs17124276	chr14	88218060	88219049	Survival in pancreatic cancer	28470677	KCNK10	KCNK10	rs17124276-T	intron_variant	NR	9e-6	GCST004485	FALSE
chr3	141402972	rs2871960	chr3	141402138	141403301	Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)	28448500	ZBTB38	ZBTB38	rs2871960-?	5_prime_UTR_variant	0.44120000000000004	3e-10	GCST004563	FALSE
chr6	29942680	rs115254791	chr6	29942183	29943134	Autism spectrum disorder	28540026	NR	HLA-A	rs115254791-G	non_coding_transcript_exon_variant	NA	4e-6	GCST004520	FALSE
chr19	11738921	rs72986630	chr19	11738664	11739342	Autism spectrum disorder or schizophrenia	28540026	ZNF440, ZNF441, ZNF491, ZNF823	ZNF823	rs72986630-T	5_prime_UTR_variant	NA	5e-8	GCST004521	FALSE
chr19	11738921	rs72986630	chr19	11738664	11739342	Schizophrenia	26198764	NR	ZNF823	rs72986630-T	5_prime_UTR_variant	NR	2e-8	GCST003048	FALSE
chr2	218323178	rs1870125	chr2	218322866	218323645	Monocyte count	27863252	PNKD	PNKD	rs1870125-T	5_prime_UTR_variant	0.591	1e-16	GCST004625	FALSE
chr4	7043344	rs568868093	chr4	7042887	7043645	Monocyte count	27863252	TADA2B, RP11-367J11.2	LOC100129931	rs568868093-TGCGGCG	intron_variant	0.6064	8e-29	GCST004625	FALSE
chr4	7043344	rs568868093	chr4	7042887	7043645	Lymphocyte percentage of white cells	27863252	TADA2B, RP11-367J11.2	LOC100129931	rs568868093-TGCGGCG	intron_variant	0.6065	7e-14	GCST004632	FALSE
chr4	7043344	rs568868093	chr4	7042887	7043645	Plateletcrit	27863252	TADA2B, RP11-367J11.2	LOC100129931	rs568868093-TGCGGCG	intron_variant	0.6064	4e-14	GCST004607	FALSE
chr13	28023050	rs61946325	chr13	28022651	28023152	Monocyte count	27863252	FLT3	FLT3	rs61946325-T	intron_variant	0.1747	3e-10	GCST004625	FALSE
chr14	92611266	rs72699818	chr14	92610895	92611396	Monocyte count	27863252	RIN3	RIN3	rs72699818-C	intron_variant	0.1827	8e-14	GCST004625	FALSE
chr14	92611266	rs72699818	chr14	92610895	92611396	Eosinophil counts	27863252	RIN3	RIN3	rs72699818-C	intron_variant	0.1825	4e-13	GCST004606	FALSE
chr14	92611266	rs72699818	chr14	92610895	92611396	Post bronchodilator FEV1/FVC ratio	26634245	RIN3	RIN3	rs72699818-T	intron_variant	0.844	7e-8	GCST003264	FALSE
