snp_chr	snp_pos	snp	peak_chr	peak_start	peak_end	disease.trait	pubmedid	reported.gene.s.	mapped_gene	strongest.snp.risk.allele	context	risk.allele.frequency	p.value	study.accession	Multiple
chr5	128083158	rs3812049	chr5	128082842	128084232	Red cell distribution width	27863252	CTC-228N24.3	LINC01184 - SLC12A2	rs3812049-G	non_coding_transcript_exon_variant	0.7411	5e-274	GCST004621	FALSE
chr9	88777772	rs142550358	chr9	88777605	88778156	Lymphocyte counts	27863252	intergenic	MIR4289 - PCNPP2	rs142550358-T	regulatory_region_variant	0.0544	7e-18	GCST004627	FALSE
chr9	88777772	rs142550358	chr9	88777605	88778156	Mean corpuscular hemoglobin concentration	27863252	intergenic	MIR4289 - PCNPP2	rs142550358-T	regulatory_region_variant	0.0544	1e-17	GCST004605	FALSE
chr9	88777772	rs142550358	chr9	88777605	88778156	Plateletcrit	27863252	intergenic	MIR4289 - PCNPP2	rs142550358-T	regulatory_region_variant	0.0546	1e-38	GCST004607	FALSE
chr9	88777772	rs142550358	chr9	88777605	88778156	Platelet count	27863252	intergenic	MIR4289 - PCNPP2	rs142550358-T	regulatory_region_variant	0.0545	4e-22	GCST004603	FALSE
chr9	88777772	rs142550358	chr9	88777605	88778156	Red cell distribution width	27863252	intergenic	MIR4289 - PCNPP2	rs142550358-T	regulatory_region_variant	0.0545	9e-11	GCST004621	FALSE
chr12	12725049	rs77216612	chr12	12724861	12726249	Lymphocyte counts	27863252	APOLD1, RP11-180M15.4	LOC105369663 - APOLD1	rs77216612-G	regulatory_region_variant	0.2874	5e-15	GCST004627	FALSE
chr9	4763491	rs12005199	chr9	4762461	4763673	Lymphocyte percentage of white cells	27863252	intergenic	AK3 - ECM1P1	rs12005199-A	regulatory_region_variant	0.3078	2e-12	GCST004632	FALSE
chr9	4763491	rs12005199	chr9	4762461	4763673	Plateletcrit	27863252	intergenic	AK3 - ECM1P1	rs12005199-A	regulatory_region_variant	0.3081	4e-213	GCST004607	FALSE
chr9	4763491	rs12005199	chr9	4762461	4763673	Platelet count	27863252	intergenic	AK3 - ECM1P1	rs12005199-A	regulatory_region_variant	0.308	2e-163	GCST004603	FALSE
chr22	41381237	rs2234052	chr22	41381182	41382070	Lymphocyte percentage of white cells	27863252	TEF	LOC105373042, TEF	rs2234052-G	intron_variant	0.2241	2e-9	GCST004632	FALSE
chr13	28100660	rs117145034	chr13	28099920	28100939	Myeloid white cell count	27863252	FLT3	FLT3 - CHCHD2P8	rs117145034-A	regulatory_region_variant	0.0202	1e-10	GCST004626	FALSE
chr1	161185602	rs4575098	chr1	161185112	161185909	Monocyte percentage of white cells	27863252	ADAMTS4	PPOX - ADAMTS4	rs4575098-A	3_prime_UTR_variant	0.2356	6e-11	GCST004609	FALSE
chr3	46421418	rs34042186	chr3	46421379	46421934	Monocyte percentage of white cells	27863252	intergenic	LOC105377068	rs34042186-A	non_coding_transcript_exon_variant	0.1257	3e-23	GCST004609	FALSE
chr3	3849622	rs66515854	chr3	3849266	3849842	beta-nerve growth factor levels	27989323	NR	LOC107986007, LRRN1	rs66515854-C	intron_variant	NA	7e-6	GCST004421	FALSE
chr16	3400907	rs1878931	chr16	3400768	3401417	Body mass index (adult)	28430825	NLRC3	ZSCAN32	rs1878931-G	intron_variant	0.39	6e-6	GCST004519	FALSE
chr13	33634664	rs7333764	chr13	33634437	33634938	CTACK levels	27989323	NR	STARD13	rs7333764-C	intron_variant	NR	3e-6	GCST004420	FALSE
chr14	34324633	rs76827035	chr14	34324294	34324795	Eotaxin levels	27989323	NR	LOC102724945 - LOC100421787	rs76827035-G	intron_variant	NR	7e-6	GCST004460	FALSE
chr13	39160239	rs183751764	chr13	39159971	39160512	Fibroblast growth factor basic levels	27989323	NR	LOC105370169 - NXT1P1	rs183751764-T	intron_variant	NA	2e-6	GCST004459	FALSE
chr2	106885458	rs76390238	chr2	106885303	106885837	Growth-regulated protein alpha levels	27989323	NR	ST6GAL2	rs76390238-G	intron_variant	NA	6e-6	GCST004457	FALSE
chr13	48680756	rs11843756	chr13	48680186	48680866	Interferon gamma levels	27989323	NR	CYSLTR2	rs11843756-G	intron_variant	NA	3e-6	GCST004456	FALSE
chr11	123519517	rs12799226	chr11	123518924	123519896	Interleukin-2 receptor antagonist levels	27989323	NR	GRAMD1B	rs12799226-C	intron_variant	NA	7e-6	GCST004454	FALSE
chr2	214088924	rs7578892	chr2	214088520	214089053	Interleukin-5 levels	27989323	NR	LOC101928084, SPAG16	rs7578892-G	intron_variant	NA	2e-6	GCST004452	FALSE
chr2	166880727	rs141644173	chr2	166879919	166880880	Interleukin-6 levels	27989323	NR	LOC107985958 - XIRP2	rs141644173-ATAAG	intergenic_variant	NR	4e-6	GCST004446	FALSE
chr12	230154	rs7132236	chr12	229821	230326	Interleukin-8 levels	27989323	NR	SLC6A13	rs7132236-G	intron_variant	NA	5e-6	GCST004445	FALSE
chr11	1503276	rs61867538	chr11	1502931	1503432	Interleukin-9 levels	27989323	NR	MOB2 - DUSP8	rs61867538-C	intergenic_variant	NA	4e-6	GCST004450	FALSE
chr11	46670055	rs139556855	chr11	46669808	46670309	Interleukin-17 levels	27989323	NR	ATG13	rs139556855-C	intron_variant	NA	8e-6	GCST004442	FALSE
chr6	27688341	rs145168562	chr6	27687990	27688502	Interleukin-17 levels	27989323	NR	TRI-AAT2-1 - LINC01012	rs145168562-G	regulatory_region_variant	NA	9e-6	GCST004442	FALSE
chr9	4500231	rs7860087	chr9	4499814	4500484	Interleukin-17 levels	27989323	NR	SLC1A1	rs7860087-G	intron_variant	NA	9e-6	GCST004442	FALSE
chr2	197273746	rs116220125	chr2	197273409	197273952	Interleukin-18 levels	27989323	NR	ANKRD44, ANKRD44-IT1	rs116220125-C	intron_variant	NA	4e-6	GCST004441	FALSE
chr10	104924411	rs12765671	chr10	104924061	104924576	Interleukin-16 levels	27989323	NR	SORCS3	rs12765671-G	intron_variant	NA	5e-6	GCST004430	FALSE
chr14	82475647	rs10145849	chr14	82475598	82476099	Monocyte chemoattractant protein-1 levels	27989323	NR	LOC105370599 - LOC101928599	rs10145849-G	intergenic_variant	NA	3e-6	GCST004438	FALSE
chr1	150579566	rs16837903	chr1	150579361	150580107	Monocyte chemoattractant protein-1 levels	27989323	NR	MCL1	rs16837903-G	5_prime_UTR_variant	NA	4e-6	GCST004438	FALSE
chr9	13716677	rs79858048	chr9	13716564	13717442	Monocyte chemoattractant protein-1 levels	27989323	NR	LOC105375977 - LOC101929507	rs79858048-G	intergenic_variant	NA	5e-6	GCST004438	FALSE
chr20	61088512	rs1202138	chr20	61087649	61088518	Monocyte chemoattractant protein-3 levels	27989323	NR	LOC100506470 - LOC105372701	rs1202138-G	intergenic_variant	NA	8e-6	GCST004437	FALSE
chr1	218517972	rs12033060	chr1	218517560	218518061	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	TGFB2 - LOC105372924	rs12033060-T	intron_variant	0.307	2e-6	GCST003264	FALSE
chr1	218517790	rs12022585	chr1	218517560	218518061	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	TGFB2 - LOC105372924	rs12022585-A	intron_variant	0.17	2e-6	GCST003264	FALSE
chr1	218517235	rs6665024	chr1	218516873	218517374	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	TGFB2 - LOC105372924	rs6665024-A	intron_variant	0.693	2e-6	GCST003264	FALSE
chr14	92603635	rs72697295	chr14	92603459	92604272	Post bronchodilator FEV1/FVC ratio	26634245	RIN3	RIN3	rs72697295-C	intron_variant	0.157	1e-7	GCST003264	FALSE
chr15	78778096	rs12907764	chr15	78777920	78778531	Post bronchodilator FEV1/FVC ratio	26634245	ADAMTS7	ADAMTS7	rs12907764-A	intron_variant	0.641	2e-6	GCST003264	FALSE
chr11	127473986	rs187327935	chr11	127473973	127474477	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	LOC107984373	rs187327935-T	intergenic_variant	0.998	4e-8	GCST003264	FALSE
chr17	75050075	rs142991058	chr17	75049649	75050150	Post bronchodilator FEV1/FVC ratio	26634245	KCTD2	KCTD2	rs142991058-G	intron_variant	0.996	8e-7	GCST003264	FALSE
chr12	100871067	rs183825572	chr12	100870991	100871810	Post bronchodilator FEV1/FVC ratio	26634245	ANO4	ANO4	rs183825572-A	intron_variant	1.0	9e-7	GCST003264	FALSE
chr11	77322906	rs146103351	chr11	77322232	77322972	Post bronchodilator FEV1/FVC ratio	26634245	PAK1	PAK1	rs146103351-A	3_prime_UTR_variant	0.996	1e-6	GCST003264	FALSE
chr6	10195190	rs189431351	chr6	10194761	10195339	Post bronchodilator FEV1/FVC ratio	26634245	MRDS1	LOC107983965	rs189431351-T	intron_variant	0.999	1e-6	GCST003264	FALSE
chr18	41458077	rs184167040	chr18	41457716	41458233	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	LOC107985168 - KC6	rs184167040-A	intergenic_variant	1.0	1e-6	GCST003264	FALSE
chr3	159127152	rs138869894	chr3	159126626	159127243	Post bronchodilator FEV1/FVC ratio	26634245	IQCJ	IQCJ-SCHIP1, IQCJ	rs138869894-A	intron_variant	1.0	1e-6	GCST003264	FALSE
chr3	55091110	rs193058367	chr3	55090691	55091192	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	CACNA2D3 - LOC105377096	rs193058367-A	intergenic_variant	0.998	2e-6	GCST003264	FALSE
chr2	26982518	rs187943782	chr2	26982262	26982788	Post bronchodilator FEV1/FVC ratio	26634245	MAPRE3	MAPRE3	rs187943782-T	intron_variant	0.994	2e-6	GCST003264	FALSE
chr20	58882287	rs186485497	chr20	58881552	58882804	Post bronchodilator FEV1/FVC ratio	26634245	GNAS	LOC101927932, GNAS	rs186485497-A	intron_variant	0.999	2e-6	GCST003264	FALSE
chr4	104901402	rs73838643	chr4	104901227	104901881	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	LOC105377351 - LOC643675	rs73838643-T	intron_variant	0.988	3e-6	GCST003264	FALSE
chr8	6643288	rs143335239	chr8	6642475	6643313	Post bronchodilator FEV1/FVC ratio	26634245	MCPH1	LOC100507530, MCPH1	rs143335239-A	3_prime_UTR_variant	0.999	3e-6	GCST003264	FALSE
chr14	80663845	rs181902743	chr14	80663433	80664065	Post bronchodilator FEV1/FVC ratio	26634245	CEP128	CEP128	rs181902743-G	intron_variant	1.0	3e-6	GCST003264	FALSE
chr14	52919724	rs79534246	chr14	52919284	52919791	Post bronchodilator FEV1/FVC ratio	26634245	FERMT2	FERMT2, LOC105370500	rs79534246-A	intron_variant	0.996	5e-6	GCST003264	FALSE
chr6	137641518	rs7769192	chr6	137641407	137641925	Multiple sclerosis	24076602	intergenic	BTF3L4P3 - LOC102723649	rs7769192-G	regulatory_region_variant	0.54	3e-9	GCST005531	FALSE
chr14	68794755	rs2236262	chr14	68794373	68794879	Multiple sclerosis	24076602	ZFP36L1	ZFP36L1	rs2236262-A	intron_variant	0.5	3e-12	GCST005531	FALSE
chr1	198861813	rs113116201	chr1	198861654	198862759	Multiple sclerosis	24076602	LOC100131234	MIR181A1HG	rs113116201-G	intron_variant	0.02	1e-6	GCST005531	FALSE
chr2	38523145	rs77489951	chr2	38522750	38523263	Body mass index	28892062	LOC101929596, HNRNPLL	LOC101929596 - HNRNPLL	rs77489951-T	intergenic_variant	0.064	9e-9	GCST004904	FALSE
chr9	125375139	rs5015933	chr9	125374647	125375182	Body mass index	28892062	GAPVD1, MAPKAP1	GAPVD1 - LOC101929014	rs5015933-C	regulatory_region_variant	0.54	6e-10	GCST004904	FALSE
chr10	68075071	rs80117551	chr10	68074985	68075489	Body mass index	28892062	HERC4	HERC4	rs80117551-T	intron_variant	0.255	2e-8	GCST004904	FALSE
chr10	121138445	rs1907240	chr10	121138391	121138892	Body mass index	28892062	MIR5694, FGFR2	LOC105378522	rs1907240-A	intergenic_variant	0.698	3e-11	GCST004904	FALSE
chr1	197275160	rs10754220	chr1	197274817	197275318	Body mass index	28892062	CRB1	CRB1	rs10754220-A	intron_variant	0.3	8e-9	GCST004904	FALSE
chr2	199851396	rs796364	chr2	199850512	199851501	Schizophrenia	28991256	ERGIC3, FONG, TYW5	FTCDNL1 - LOC101927687	rs796364-C	regulatory_region_variant	NR	2e-16	GCST004946	FALSE
chr9	7173500	rs7022054	chr9	7173109	7173640	Schizophrenia	28991256	intergenic	KDM4C	rs7022054-G	intron_variant	NR	1e-7	GCST004946	FALSE
chr20	38718108	rs1075195	chr20	38717665	38718192	Schizophrenia	28991256	intergenic	ARHGAP40 - SLC32A1	rs1075195-T	intergenic_variant	NR	9e-7	GCST004946	FALSE
chr20	59678449	rs7273691	chr20	59678262	59678792	Schizophrenia	28991256	intergenic	PHACTR3	rs7273691-T	intron_variant	NR	8e-8	GCST004946	FALSE
chr2	156342049	rs115182184	chr2	156341552	156342139	Major depression and alcohol dependence	29071344	intergenic	NR4A2 - LOC107985954	rs115182184-G	5_prime_UTR_variant	NR	8e-6	GCST005022	FALSE
chr19	54420809	rs73606754	chr19	54420199	54420951	Idiopathic pulmonary fibrosis	29066090	TTYH1	TTYH1	rs73606754-C	splice_region_variant	0.863	3e-9	GCST004986	FALSE
chr5	111758377	rs6594535	chr5	111756901	111758463	Chickenpox	28928442	NR	NREP	rs6594535-?	intron_variant	NR	4e-7	GCST004999	FALSE
chr9	100099331	rs7024375	chr9	100098869	100099391	Chickenpox	28928442	NR	INVS	rs7024375-?	5_prime_UTR_variant	NR	4e-6	GCST004999	FALSE
chr2	71546097	rs115789906	chr2	71545635	71546136	Cold sores	28928442	NR	DYSF	rs115789906-?	intron_variant	NR	3e-6	GCST005000	FALSE
chr12	30822535	rs7134911	chr12	30822271	30822772	Colorectal cancer	29228715	Intergenic	LINC00941 - LOC107984476	rs7134911-?	regulatory_region_variant	NA	9e-6	GCST005152	FALSE
chr12	74972955	rs10506682	chr12	74972953	74973454	Colonoscopy-negative controls vs population controls	29228715	Intergenic	LOC105369842 - LOC105369843	rs10506682-?	intergenic_variant	NR	4e-7	GCST005147	FALSE
chr6	29723242	rs1362126	chr6	29723122	29723623	Colorectal cancer	29228715	Intergenic	HCG4P11 - HLA-F	rs1362126-?	non_coding_transcript_exon_variant	NA	3e-7	GCST005149	FALSE
chr12	20445632	rs10841529	chr12	20445566	20446201	Coronary artery calcified atherosclerotic plaque (130 HU threshold) in type 2 diabetes	29221444	PDE3A	PDE3A	rs10841529-?	intron_variant	NR	2e-6	GCST005173	FALSE
chr8	118952044	rs2073617	chr8	118951969	118952602	Asthma	29273806	TNFRSF11B, SAMD12, COLEC10	TNFRSF11B	rs2073617-A	5_prime_UTR_variant	0.37	5e-6	GCST005212	FALSE
chr8	118952044	rs2073617	chr8	118951969	118952602	Lobe attachment (rater-scored or self-reported)	29198719	NR	TNFRSF11B	rs2073617-?	5_prime_UTR_variant	NR	3e-6	GCST005192	FALSE
chr16	30875322	rs897984	chr16	30875040	30875626	Dementia with Lewy bodies	29263008	BCL7C, STX1B	MIR4519, BCL7C	rs897984-?	non_coding_transcript_exon_variant	0.6	1e-8	GCST005276	FALSE
chr1	56255862	rs1417770	chr1	56255370	56256040	Lobe attachment (rater-scored or self-reported)	29198719	NR	RPSAP20 - LOC105378744	rs1417770-?	intron_variant	NR	3e-6	GCST005192	FALSE
chr5	107217677	rs2410978	chr5	107217533	107218285	Lobe attachment (rater-scored or self-reported)	29198719	NR	PSMC1P5 - EFNA5	rs2410978-?	intergenic_variant	NR	8e-7	GCST005192	FALSE
chr6	56371028	rs6899968	chr6	56370562	56371357	Lobe attachment (rater-scored or self-reported)	29198719	NR	COL21A1	rs6899968-?	intron_variant	NR	2e-9	GCST005192	FALSE
chr6	99152207	rs9321394	chr6	99152001	99152502	Lobe attachment (rater-scored or self-reported)	29198719	NR	MIR548AI - BDH2P1	rs9321394-?	regulatory_region_variant	NR	2e-6	GCST005192	FALSE
chr9	108612004	rs28452995	chr9	108611739	108612333	Lobe attachment (rater-scored or self-reported)	29198719	NR	LOC105376214 - RPL36P14	rs28452995-?	intergenic_variant	NR	3e-12	GCST005192	FALSE
chr18	35041267	rs530081	chr18	35041082	35041681	Lobe attachment (rater-scored or self-reported)	29198719	NR	MAPRE2	rs530081-?	intron_variant	NR	2e-6	GCST005192	FALSE
chr2	170686063	rs6756973	chr2	170685400	170686124	Lobe attachment (rater scored)	29198719	SP5	LOC100130256 - LOC101926913	rs6756973-?	intron_variant	NR	7e-16	GCST005193	FALSE
chr7	17320897	rs17137566	chr7	17320724	17321225	Plasma kynurenine levels in major depressive disorder	29317604	AHR	AHR	rs17137566-C	intron_variant	0.17	6e-6	GCST005342	FALSE
chr4	47278539	rs13127214	chr4	47278380	47279162	Major depressive disorder	29317602	GABRB1	GABRB1	rs13127214-C	intron_variant	NR	7e-6	GCST005231	FALSE
chr8	8828344	rs1039916	chr8	8828164	8828665	Neuroticism	29255261	intergenic	MFHAS1	rs1039916-A	intron_variant	0.51625	6e-30	GCST005232	FALSE
chr8	9938811	rs615632	chr8	9938608	9939124	Neuroticism	29255261	intergenic	MIR124-1 - LOC105379235	rs615632-T	intergenic_variant	0.52895	3e-21	GCST005232	FALSE
chr15	77821710	rs4886920	chr15	77821391	77821904	Neuroticism	29255261	intergenic	LINGO1 - CSPG4P13	rs4886920-A	regulatory_region_variant	0.29499	2e-8	GCST005232	FALSE
chr12	28568792	rs1355471	chr12	28568640	28569496	Polycystic ovary syndrome	26284813	LOC100130792, FAR2	LOC101928705	rs1355471-A	intron_variant	0.49	8e-8	GCST005273	FALSE
chr6	32128224	rs3130288	chr6	32128068	32128690	Sarcoidosis (Lofgren's syndrome)	26651848	CREBL1	ATF6B	rs3130288-A	5_prime_UTR_variant	0.345	4e-66	GCST005540	FALSE
chr6	32128224	rs3130288	chr6	32128068	32128690	Sarcoidosis (Lofgren's syndrome vs non-Lofgren's syndrome)	26651848	CREBL1	ATF6B	rs3130288-A	5_prime_UTR_variant	0.345	3e-33	GCST005541	FALSE
chr5	6745762	rs427394	chr5	6745561	6746062	Menopause (age at onset)	26414677	PAPD7	PAPD7	rs427394-G	intron_variant	0.41	4e-9	GCST005312	FALSE
chr10	52652733	rs1159798	chr10	52652337	52652844	Total body bone mineral density	29304378	NR	LOC105378305	rs1159798-A	intron_variant	0.2402	1e-9	GCST005348	FALSE
chr15	67254963	rs3743347	chr15	67254472	67255016	Total body bone mineral density	29304378	NR	AAGAB, IQCH	rs3743347-A	intron_variant	0.2351	2e-14	GCST005348	FALSE
chr17	44205669	rs9910055	chr17	44205404	44205905	Total body bone mineral density	29304378	NR	LOC101926967, UBTF	rs9910055-T	3_prime_UTR_variant	0.2624	3e-11	GCST005348	FALSE
chr2	85256227	rs2043230	chr2	85256069	85256570	Total body bone mineral density	29304378	NR	TCF7L1, LOC105374839	rs2043230-A	intron_variant	0.4354	5e-8	GCST005348	FALSE
chr5	123511928	rs11745493	chr5	123511739	123512491	Total body bone mineral density	29304378	CSNK1G3	HMGB3P17 - CSNK1G3	rs11745493-A	regulatory_region_variant	0.7475	1e-9	GCST005348	FALSE
chr7	24709810	rs2721811	chr7	24709543	24710044	Depressive symptoms (MTAG)	29292387	NR	DFNA5	rs2721811-A	intron_variant	0.5749	4e-8	GCST005323	FALSE
chr18	37565159	rs11082011	chr18	37564998	37566512	Neuroticism (MTAG)	29292387	NR	CELF4	rs11082011-C	intron_variant	0.3342	3e-12	GCST005326	FALSE
chr18	37565159	rs11082011	chr18	37564998	37566512	Remission after SSRI treatment in MDD or neuroticism	29559929	BRUNOL4	CELF4	rs11082011-C	intron_variant	NR	4e-8	GCST005835	FALSE
chr1	96721618	rs3748784	chr1	96721206	96722912	Headache	29397368	PTBP2	PTBP2	rs3748784-G	regulatory_region_variant	NR	2e-8	GCST005337	FALSE
chr11	61792563	rs7102974	chr11	61792331	61793149	Carboplatin disposition in epthelial ovarian cancer	29367611	C11orf10	TMEM258	rs7102974-?	5_prime_UTR_variant	NR	6e-6	GCST005351	FALSE
chr18	77003313	rs470903	chr18	77002972	77003489	Paclitaxel disposition in epithelial ovarian cancer	29367611	MBP	MBP	rs470903-?	non_coding_transcript_exon_variant	NR	3e-6	GCST005352	FALSE
chr14	20698124	rs17211649	chr14	20697657	20698158	Paclitaxel disposition in epithelial ovarian cancer	29367611	RNASE4	RNASE4	rs17211649-?	intron_variant	NR	2e-6	GCST005352	FALSE
chr1	156193927	rs2241111	chr1	156193498	156194235	Paclitaxel disposition in epithelial ovarian cancer	29367611	SLC25A44	SLC25A44	rs2241111-?	regulatory_region_variant	NR	6e-6	GCST005352	FALSE
chr7	28159058	rs1708302	chr7	28158678	28159179	Type 2 diabetes	29358691	JAZF1	JAZF1	rs1708302-C	intron_variant	NR	3e-19	GCST005413	FALSE
chr3	123420187	rs6762009	chr3	123419939	123420440	Disease progression in age-related macular degeneration	29346644	ADCY5	ADCY5	rs6762009-G	5_prime_UTR_variant	0.16	5e-6	GCST005359	FALSE
chr10	71384478	rs7091537	chr10	71384139	71384640	Disease progression in age-related macular degeneration	29346644	SLC29A3, CDH23	SLC29A3 - CDH23	rs7091537-A	regulatory_region_variant	0.09	9e-6	GCST005359	FALSE
chr1	175376467	rs58978565	chr1	175376101	175376615	Disease progression to choroidal neovascularization form in age-related macular degeneration	29346644	TNR	TNR	rs58978565-CAGAGT	intron_variant	0.36	2e-8	GCST005358	FALSE
chr6	32700662	rs3135002	chr6	32700438	32700939	C-peptide levels in type I diabetes	29404672	MHC	HLA-DQB1 - MTCO3P1	rs3135002-A	regulatory_region_variant	0.03	7e-8	GCST005436	FALSE
chr6	32700662	rs3135002	chr6	32700438	32700939	Random C-peptide levels in type I diabetes	29404672	MHC	HLA-DQB1 - MTCO3P1	rs3135002-A	regulatory_region_variant	0.03	3e-8	GCST005437	FALSE
chr12	62764382	rs342153	chr12	62764123	62764624	Osteoarthritis of the knee (with total joint replacement)	29436472	NR	PPM1H	rs342153-T	intron_variant	0.367712	8e-6	GCST005574	FALSE
chr9	22050899	rs944800	chr9	22050387	22051021	Glaucoma (primary open-angle)	29452408	CDKN2B-AS1	CDKN2B-AS1	rs944800-G	intron_variant	0.85	4e-14	GCST005388	FALSE
chr13	108519067	rs11616603	chr13	108518973	108519520	Alcohol dependence symptom count	29460428	intergenic	MYO16	rs11616603-A	intergenic_variant	0.848	9e-6	GCST005440	FALSE
chrX	69564858	rs55846652	chrX	69564450	69565511	Tooth agenesis (maxillary lateral incisors)	29364747	EDA	FAM155B - EDA	rs55846652-T	intergenic_variant	0.672	5e-12	GCST005391	FALSE
chr17	67718094	rs758468472	chr17	67717451	67718201	Tooth agenesis (maxillary second premolars)	29364747	NOL11	NOL11	rs758468472-G	splice_region_variant	0.0004	3e-8	GCST005392	FALSE
chr19	572671	rs201850688	chr19	572232	572859	Alzheimer's disease (late onset)	28714976	BSG	BSG	rs201850688-G	missense_variant	NR	9e-6	GCST005549	FALSE
chr4	164177450	rs7673540	chr4	164177168	164177669	Heart rate response to beta blockers (atenolol add-on therapy)	29478026	NR	MARCH1	rs7673540-G	intron_variant	0.93	4e-7	GCST005520	FALSE
chr1	959193	rs13303010	chr1	959130	959633	Pancreatic cancer	29422604	NOC2L	NOC2L	rs13303010-G	intron_variant	0.11	8e-14	GCST005434	FALSE
chr18	49629266	rs768116521	chr18	49628820	49629513	Apolipoprotein A1 levels	29084231	LIPG	LOC105372112	rs768116521-?	regulatory_region_variant	NR	4e-8	GCST005513	FALSE
chr18	49629266	rs768116521	chr18	49628820	49629513	Mean diameter of HDL particles	29084231	LIPG	LOC105372112	rs768116521-?	regulatory_region_variant	NR	3e-8	GCST005455	FALSE
chr18	49629266	rs768116521	chr18	49628820	49629513	Large HDL particle concentration	29084231	LIPG	LOC105372112	rs768116521-?	regulatory_region_variant	NR	2e-8	GCST005497	FALSE
chr18	49629266	rs768116521	chr18	49628820	49629513	Phospholipid levels in large HDL	29084231	LIPG	LOC105372112	rs768116521-?	regulatory_region_variant	NR	2e-8	GCST005499	FALSE
chr18	49629266	rs768116521	chr18	49628820	49629513	Medium HDL particle concentration	29084231	LIPG	LOC105372112	rs768116521-?	regulatory_region_variant	NR	4e-8	GCST005503	FALSE
chr18	49629266	rs768116521	chr18	49628820	49629513	Phospholipid levels in medium HDL	29084231	LIPG	LOC105372112	rs768116521-?	regulatory_region_variant	NR	2e-8	GCST005504	FALSE
chr2	118855868	rs188303909	chr2	118855321	118856052	Lumbar spine bone mineral density	26367794	EN1	EN1 - MARCO	rs188303909-T	regulatory_region_variant	0.02	1e-9	GCST005545	FALSE
chr1	26692640	rs112203773	chr1	26692297	26692858	Neutrophil percentage of white cells	27863252	RP5-968P14.2	LOC101928728	rs112203773-A	non_coding_transcript_exon_variant	0.0829	4e-9	GCST004633	FALSE
chr4	87008040	rs340637	chr4	87007740	87008256	Basophil percentage of white cells	27863252	AFF1	AFF1	rs340637-T	intron_variant	0.7724	1e-24	GCST004631	FALSE
chr1	117605270	rs34754277	chr1	117605036	117605540	Immature fraction of reticulocytes	27863252	AL157902.3	LOC100996263	rs34754277-C	intron_variant	0.1676	6e-15	GCST004628	FALSE
chr3	72238120	rs10587701	chr3	72238073	72238727	Immature fraction of reticulocytes	27863252	LINC00877	LINC00870 - LOC105377158	rs10587701-A	intron_variant	0.6941	6e-10	GCST004628	FALSE
chr8	107381731	rs1654723	chr8	107381278	107381956	Immature fraction of reticulocytes	27863252	ANGPT1	ANGPT1	rs1654723-G	intron_variant	0.5863	8e-11	GCST004628	FALSE
chr8	141222157	rs59918340	chr8	141221627	141222244	Immature fraction of reticulocytes	27863252	SLC45A4	SLC45A4	rs59918340-G	intron_variant	0.477	8e-10	GCST004628	FALSE
chr11	65706327	rs10750766	chr11	65706161	65706664	Immature fraction of reticulocytes	27863252	intergenic	RN7SL309P - KAT5	rs10750766-A	regulatory_region_variant	0.7085	6e-20	GCST004628	FALSE
chr11	65706327	rs10750766	chr11	65706161	65706664	High light scatter reticulocyte count	27863252	intergenic	RN7SL309P - KAT5	rs10750766-A	regulatory_region_variant	0.7085	5e-15	GCST004611	FALSE
chr11	65706327	rs10750766	chr11	65706161	65706664	High light scatter reticulocyte percentage of red cells	27863252	intergenic	RN7SL309P - KAT5	rs10750766-A	regulatory_region_variant	0.7085	1e-13	GCST004612	FALSE
chr17	21253548	rs8067342	chr17	21252970	21253762	Immature fraction of reticulocytes	27863252	C17orf103	NATD1 - EIF1P5	rs8067342-T	regulatory_region_variant	0.3173	8e-18	GCST004628	FALSE
chr17	21253548	rs8067342	chr17	21252970	21253762	Red cell distribution width	27863252	C17orf103	NATD1 - EIF1P5	rs8067342-T	regulatory_region_variant	0.3173	8e-9	GCST004621	FALSE
chr22	29395245	rs174775	chr22	29394903	29395419	Immature fraction of reticulocytes	27863252	AP1B1	AP1B1 - RFPL1	rs174775-G	intron_variant	0.5689	1e-11	GCST004628	FALSE
chr4	113467664	rs2285703	chr4	113467568	113468069	P wave duration	28794112	CAMK2D	CAMK2D	rs2285703-G	intron_variant	0.26	4e-8	GCST004826	FALSE
chr14	39114277	rs2277458	chr14	39113955	39114790	Vitamin D levels	28757204	GEMIN2	GEMIN2, LOC105370459	rs2277458-G	5_prime_UTR_variant	0.786	6e-9	GCST004726	FALSE
chr6	161872612	rs34139189	chr6	161872279	161873177	Fear of minor pain	28701861	NR	PARK2	rs34139189-G	intron_variant	0.14	8e-7	GCST004708	FALSE
chr5	80239381	rs111876221	chr5	80238967	80239468	Sulfasalazine-induced agranulocytosis	28762467	SERINC5	SERINC5	rs111876221-?	intron_variant	NR	3e-8	GCST004781	FALSE
chr15	78944951	rs2289702	chr15	78944765	78945508	Narcolepsy	23459209	CTSH	CTSH	rs2289702-?	missense_variant	NR	1e-9	GCST005522	FALSE
