snp_chr	snp_pos	snp	peak_chr	peak_start	peak_end	disease.trait	pubmedid	reported.gene.s.	mapped_gene	strongest.snp.risk.allele	context	risk.allele.frequency	p.value	study.accession	Multiple
chr1	198861813	rs113116201	chr1	198861656	198862156	Multiple sclerosis	24076602	LOC100131234	MIR181A1HG	rs113116201-G	intron_variant	0.02	1e-6	GCST005531	FALSE
chr2	38523145	rs77489951	chr2	38522724	38523224	Body mass index	28892062	LOC101929596, HNRNPLL	LOC101929596 - HNRNPLL	rs77489951-T	intergenic_variant	0.064	9e-9	GCST004904	FALSE
chr2	199851396	rs796364	chr2	199850940	199851440	Schizophrenia	28991256	ERGIC3, FONG, TYW5	FTCDNL1 - LOC101927687	rs796364-C	regulatory_region_variant	NR	2e-16	GCST004946	FALSE
chr20	38718108	rs1075195	chr20	38717687	38718187	Schizophrenia	28991256	intergenic	ARHGAP40 - SLC32A1	rs1075195-T	intergenic_variant	NR	9e-7	GCST004946	FALSE
chr16	30875322	rs897984	chr16	30875119	30875619	Dementia with Lewy bodies	29263008	BCL7C, STX1B	MIR4519, BCL7C	rs897984-?	non_coding_transcript_exon_variant	0.6	1e-8	GCST005276	FALSE
chr1	56255862	rs1417770	chr1	56255512	56256012	Lobe attachment (rater-scored or self-reported)	29198719	NR	RPSAP20 - LOC105378744	rs1417770-?	intron_variant	NR	3e-6	GCST005192	FALSE
chr9	108612004	rs28452995	chr9	108611753	108612253	Lobe attachment (rater-scored or self-reported)	29198719	NR	LOC105376214 - RPL36P14	rs28452995-?	intergenic_variant	NR	3e-12	GCST005192	FALSE
chr12	28568792	rs1355471	chr12	28568654	28569154	Polycystic ovary syndrome	26284813	LOC100130792, FAR2	LOC101928705	rs1355471-A	intron_variant	0.49	8e-8	GCST005273	FALSE
chr10	52652733	rs1159798	chr10	52652333	52652833	Total body bone mineral density	29304378	NR	LOC105378305	rs1159798-A	intron_variant	0.2402	1e-9	GCST005348	FALSE
chr15	67254963	rs3743347	chr15	67254483	67254983	Total body bone mineral density	29304378	NR	AAGAB, IQCH	rs3743347-A	intron_variant	0.2351	2e-14	GCST005348	FALSE
chr18	77003313	rs470903	chr18	77002955	77003455	Paclitaxel disposition in epithelial ovarian cancer	29367611	MBP	MBP	rs470903-?	non_coding_transcript_exon_variant	NR	3e-6	GCST005352	FALSE
chr1	156193927	rs2241111	chr1	156193731	156194231	Paclitaxel disposition in epithelial ovarian cancer	29367611	SLC25A44	SLC25A44	rs2241111-?	regulatory_region_variant	NR	6e-6	GCST005352	FALSE
chr9	22050899	rs944800	chr9	22050482	22050982	Glaucoma (primary open-angle)	29452408	CDKN2B-AS1	CDKN2B-AS1	rs944800-G	intron_variant	0.85	4e-14	GCST005388	FALSE
chr13	108519067	rs11616603	chr13	108518971	108519471	Alcohol dependence symptom count	29460428	intergenic	MYO16	rs11616603-A	intergenic_variant	0.848	9e-6	GCST005440	FALSE
chrX	69564858	rs55846652	chrX	69564695	69565453	Tooth agenesis (maxillary lateral incisors)	29364747	EDA	FAM155B - EDA	rs55846652-T	intergenic_variant	0.672	5e-12	GCST005391	FALSE
chr19	572671	rs201850688	chr19	572292	572792	Alzheimer's disease (late onset)	28714976	BSG	BSG	rs201850688-G	missense_variant	NR	9e-6	GCST005549	FALSE
chr18	49629266	rs768116521	chr18	49628910	49629410	Apolipoprotein A1 levels	29084231	LIPG	LOC105372112	rs768116521-?	regulatory_region_variant	NR	4e-8	GCST005513	FALSE
chr18	49629266	rs768116521	chr18	49628910	49629410	Mean diameter of HDL particles	29084231	LIPG	LOC105372112	rs768116521-?	regulatory_region_variant	NR	3e-8	GCST005455	FALSE
chr18	49629266	rs768116521	chr18	49628910	49629410	Large HDL particle concentration	29084231	LIPG	LOC105372112	rs768116521-?	regulatory_region_variant	NR	2e-8	GCST005497	FALSE
chr18	49629266	rs768116521	chr18	49628910	49629410	Phospholipid levels in large HDL	29084231	LIPG	LOC105372112	rs768116521-?	regulatory_region_variant	NR	2e-8	GCST005499	FALSE
chr18	49629266	rs768116521	chr18	49628910	49629410	Medium HDL particle concentration	29084231	LIPG	LOC105372112	rs768116521-?	regulatory_region_variant	NR	4e-8	GCST005503	FALSE
chr18	49629266	rs768116521	chr18	49628910	49629410	Phospholipid levels in medium HDL	29084231	LIPG	LOC105372112	rs768116521-?	regulatory_region_variant	NR	2e-8	GCST005504	FALSE
chr1	26692640	rs112203773	chr1	26692225	26692725	Neutrophil percentage of white cells	27863252	RP5-968P14.2	LOC101928728	rs112203773-A	non_coding_transcript_exon_variant	0.0829	4e-9	GCST004633	FALSE
chr3	72238120	rs10587701	chr3	72238107	72238607	Immature fraction of reticulocytes	27863252	LINC00877	LINC00870 - LOC105377158	rs10587701-A	intron_variant	0.6941	6e-10	GCST004628	FALSE
chr8	107381731	rs1654723	chr8	107381284	107381784	Immature fraction of reticulocytes	27863252	ANGPT1	ANGPT1	rs1654723-G	intron_variant	0.5863	8e-11	GCST004628	FALSE
chr8	141222157	rs59918340	chr8	141221707	141222207	Immature fraction of reticulocytes	27863252	SLC45A4	SLC45A4	rs59918340-G	intron_variant	0.477	8e-10	GCST004628	FALSE
chr6	161872612	rs34139189	chr6	161872385	161872885	Fear of minor pain	28701861	NR	PARK2	rs34139189-G	intron_variant	0.14	8e-7	GCST004708	FALSE
chr15	78944951	rs2289702	chr15	78944813	78945313	Narcolepsy	23459209	CTSH	CTSH	rs2289702-?	missense_variant	NR	1e-9	GCST005522	FALSE
chr4	15707569	rs2302465	chr4	15707309	15707809	Blood protein levels	28240269	FAM200B, FBXL5, BST1, RP11-799M12.2, CC2D2A, RP11-115L11.1	BST1	rs2302465-A	missense_variant	0.1256281	1e-108	GCST004365	FALSE
chr16	71934798	rs17286411	chr16	71934527	71935027	Blood protein levels	28240269	IST1, PKD1L3	PKD1L3	rs17286411-G	intron_variant	0.3820281	5e-22	GCST004365	FALSE
chr2	54115818	rs2287641	chr2	54115531	54116031	Cannabis dependence symptom count	29112194	NR	ACYP2	54342955-A	intron_variant	NA	9e-7	GCST005128	FALSE
chr3	46899626	rs2242116	chr3	46899400	46899900	Birth weight	27680694	PTH1R	PTH1R	rs2242116-A	intron_variant	0.39	1e-8	GCST005146	FALSE
chr3	138403078	rs3732837	chr3	138402654	138403154	Coronary artery disease	29212778	MRAS	MRAS	rs3732837-A	3_prime_UTR_variant	0.849	5e-16	GCST005194	FALSE
chr1	200676945	rs6700559	chr1	200676744	200677244	Coronary artery disease	29212778	DDX59, LOC101929224	LOC101929224	rs6700559-T	intron_variant	0.4718	4e-9	GCST005196	FALSE
chr5	9545986	rs112941079	chr5	9545827	9546327	Coronary artery disease	29212778	SEMA5A, SNHG18, SNORD123	SEMA5A	rs112941079-A	5_prime_UTR_variant	0.8676	4e-13	GCST005195	FALSE
chr6	32666690	rs3891175	chr6	32666482	32666982	Autoimmune hepatitis in primary sclerosing cholangitis	28779025	HLA-DQB1	HLA-DQB1 - MTCO3P1	rs3891175-?	5_prime_UTR_variant	NR	5e-11	GCST005853	FALSE
chr6	129575356	rs10457526	chr6	129575212	129575712	Response to alcohol consumption (flushing response)	29460428	intergenic	LOC102723409 - ARHGAP18	rs10457526-G	regulatory_region_variant	0.7298	5e-6	GCST005439	FALSE
chr2	3470314	rs35067331	chr2	3469972	3470472	Neuritic plaques or neurofibrillary tangles or cerebral amyloid angiopathy (pleiotropy)	29458411	ADI1, TRAPPC12, TRAPPC12-AS1	TRAPPC12	rs35067331-T	intron_variant	NR	6e-7	GCST005514	FALSE
chr17	78112992	rs2253277	chr17	78112532	78113032	Serum uric acid levels	29559957	TMC6, TNRC6C-AS1, TNRC6C	TMC6	rs2253277-?	3_prime_UTR_variant	NR	1e-6	GCST005557	FALSE
chr3	28151142	rs75233056	chr3	28150831	28151331	Plasma trimethyllysine levels	29563342	NR	LOC105377008 - CMC1	rs75233056-A	regulatory_region_variant	0.06	1e-7	GCST005670	FALSE
chr5	129362750	rs115630272	chr5	129362480	129362980	Intraocular pressure	29617998	ISOC1, MIR4460	LOC102723654	rs115630272-T	intergenic_variant	0.9566	3e-11	GCST005580	FALSE
chr12	122023660	rs7954584	chr12	122023285	122023785	Mean corpuscular volume	27863252	BCL7A	BCL7A	rs7954584-A	intron_variant	0.5562	2e-9	GCST004602	FALSE
chr2	31254972	rs655029	chr2	31254178	31255111	Mean platelet volume	27863252	EHD3	EHD3	rs655029-A	intron_variant	0.7118	8e-109	GCST004599	FALSE
chr2	31254972	rs655029	chr2	31254178	31255111	Plateletcrit	27863252	EHD3	EHD3	rs655029-A	intron_variant	0.7118	1e-18	GCST004607	FALSE
chr2	31254972	rs655029	chr2	31254178	31255111	Platelet count	27863252	EHD3	EHD3	rs655029-A	intron_variant	0.7113	9e-73	GCST004603	FALSE
chr2	31254972	rs655029	chr2	31254178	31255111	Platelet distribution width	27863252	EHD3	EHD3	rs655029-A	intron_variant	0.7119	2e-225	GCST004616	FALSE
chr17	47531904	rs62073968	chr17	47531884	47532384	Mean platelet volume	27863252	NPEPPS	NPEPPS	rs62073968-G	intron_variant	0.214	3e-12	GCST004599	FALSE
chr12	88449697	rs11104881	chr12	88449646	88450146	Neutrophil count	27863252	intergenic	LOC101929554 - KITLG	rs11104881-C	intergenic_variant	0.7007	1e-10	GCST004629	FALSE
chr20	19935125	rs181853315	chr20	19934788	19935288	Platelet distribution width	27863252	RIN2	RIN2	rs181853315-T	synonymous_variant	0.009	3e-17	GCST004616	FALSE
chr1	20350704	rs10916772	chr1	20350239	20350739	Psychosis proneness (perceptual aberration scale)	28525603	VWA5B1	VWA5B1	rs10916772-?	intron_variant	NA	4e-6	GCST004685	FALSE
chr13	75217887	rs75424961	chr13	75217812	75218312	Pneumonia	28928442	NR	SSR1P2 - CTAGE11P	rs75424961-?	regulatory_region_variant	NR	7e-6	GCST005009	FALSE
chr6	27891059	rs200972	chr6	27890603	27891103	Urinary tract infection frequency	28928442	NR	HIST1H3J - HIST1H2AM	rs200972-?	intron_variant	NR	6e-7	GCST005012	FALSE
chr9	5510838	rs113352172	chr9	5510679	5511179	Blood protein levels	29875488	NR	LOC107987045, PDCD1LG2	rs113352172-TG	intron_variant	0.216	6e-33	GCST005806	FALSE
chr10	50039928	rs114001906	chr10	50039653	50040153	Blood protein levels	29875488	NR	FAM21EP	rs114001906-C	intron_variant	0.036	5e-53	GCST005806	FALSE
chr14	52016050	rs1151582	chr14	52015573	52016073	Blood protein levels	29875488	NID2	NID2	rs1151582-T	intron_variant	0.457	3e-64	GCST005806	FALSE
chr17	52136371	rs117399000	chr17	52136144	52136644	Blood protein levels	29875488	CA10	CA10	rs117399000-A	intron_variant	0.037	3e-19	GCST005806	FALSE
chr6	33080683	rs12722013	chr6	33080114	33080945	Blood protein levels	29875488	HLA-DPB1	HLA-DPA1, HLA-DPB1	rs12722013-C	stop_lost	0.049	1e-15	GCST005806	FALSE
chr16	16232314	rs144648477	chr16	16232256	16232756	Blood protein levels	29875488	NR	ABCC6 - NOMO3	rs144648477-A	regulatory_region_variant	0.188	3e-61	GCST005806	FALSE
chr8	33473169	rs2732317	chr8	33472935	33473435	Blood protein levels	29875488	FUT10	FUT10	rs2732317-C	5_prime_UTR_variant	0.612	3e-77	GCST005806	FALSE
chr1	22691071	rs294227	chr1	22690969	22691469	Blood protein levels	29875488	NR	C1QB - EPHB2	rs294227-C	intergenic_variant	0.976	8e-12	GCST005806	FALSE
chr17	28343601	rs3093692	chr17	28343553	28344053	Blood protein levels	29875488	TNFAIP1	TNFAIP1	rs3093692-A	intron_variant	0.508	5e-16	GCST005806	FALSE
chr19	44927023	rs5112	chr19	44927012	44927512	Blood protein levels	29875488	APOC1P1	APOC1P1	rs5112-G	non_coding_transcript_exon_variant	0.535	3e-17	GCST005806	FALSE
chr11	207462	rs11245998	chr11	207298	207798	Mean corpuscular hemoglobin concentration	29403010	BET1L, RIC8A	BET1L - RIC8A	rs11245998-?	regulatory_region_variant	NR	3e-12	GCST005992	FALSE
chr1	155227477	rs2974929	chr1	155227331	155227831	Blood urea nitrogen levels	29403010	GBAP1	GBAP1	rs2974929-?	regulatory_region_variant	NR	4e-21	GCST005986	FALSE
chr1	155227811	rs2990246	chr1	155227331	155227831	Creatinine levels	29403010	GBAP1	GBAP1 - MTX1P1	rs2990246-?	intergenic_variant	NR	1e-12	GCST005985	FALSE
chr1	155227811	rs2990246	chr1	155227331	155227831	Glomerular filtration rate	29403010	GBAP1	GBAP1 - MTX1P1	rs2990246-?	intergenic_variant	NR	8e-11	GCST005984	FALSE
chr18	26813249	rs16942751	chr18	26813001	26813501	Creatinine levels	29403010	PCAT18, AQP4	PCAT18 - LOC105372035	rs16942751-?	intron_variant	NR	3e-9	GCST005985	FALSE
chr18	26813249	rs16942751	chr18	26813001	26813501	Glomerular filtration rate	29403010	PCAT18, AQP4	PCAT18 - LOC105372035	rs16942751-?	intron_variant	NR	6e-9	GCST005984	FALSE
chr5	3595864	rs6420041	chr5	3595631	3596131	Glomerular filtration rate	29403010	IRX1	IRX1	rs6420041-?	regulatory_region_variant	NR	3e-8	GCST005984	FALSE
chr6	131765353	rs17060705	chr6	131764934	131765434	Phosphorus levels	29403010	ENPP3, MIR548H5	ENPP3 - RPL15P9	rs17060705-?	regulatory_region_variant	NR	1e-8	GCST005981	FALSE
chr6	33737578	rs73743323	chr6	33737229	33737729	Phosphorus levels	29403010	IP6K3	IP6K3	rs73743323-?	intron_variant	NR	2e-13	GCST005981	FALSE
